Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,43,1,28.0,1,1-2 Year,No,34405.0,124.0,18,0
Male,44,1,28.0,1,1-2 Year,No,38001.0,122.0,268,0
Male,52,1,8.0,1,1-2 Year,No,27952.0,124.0,149,0
Male,25,1,29.0,1,< 1 Year,No,31400.0,152.0,20,0
Female,37,1,49.0,0,1-2 Year,Yes,27089.0,16.0,41,0
Male,54,1,28.0,0,1-2 Year,Yes,49328.0,122.0,163,0
Female,63,1,28.0,0,> 2 Years,Yes,33311.0,124.0,134,0
Male,54,1,8.0,0,1-2 Year,Yes,40883.0,26.0,189,1
Male,21,1,8.0,0,< 1 Year,Yes,30543.0,152.0,61,0
Female,50,1,28.0,0,1-2 Year,No,25221.0,26.0,216,0
Female,54,1,28.0,0,1-2 Year,Yes,49911.0,26.0,69,0
Female,33,1,28.0,0,< 1 Year,Yes,41462.0,124.0,143,0
Female,30,1,36.0,0,< 1 Year,Yes,33577.0,152.0,115,0
Female,22,1,46.0,1,< 1 Year,No,21956.0,160.0,284,0
Female,39,1,28.0,0,1-2 Year,Yes,35622.0,124.0,35,0
Male,31,1,3.0,0,< 1 Year,No,35726.0,152.0,215,0
Male,22,1,46.0,1,< 1 Year,No,38443.0,152.0,38,0
Male,52,1,8.0,0,1-2 Year,Yes,39607.0,7.0,73,0
Female,22,1,34.0,0,< 1 Year,Yes,29393.0,152.0,42,0
Male,22,1,30.0,1,< 1 Year,No,29164.0,152.0,94,0
Male,48,1,46.0,1,1-2 Year,No,2630.0,92.0,263,0
Male,39,1,11.0,1,1-2 Year,No,33871.0,124.0,290,0
Male,52,1,28.0,1,1-2 Year,No,37613.0,26.0,12,0
Female,43,1,41.0,0,1-2 Year,Yes,36680.0,124.0,56,1
Male,34,1,28.0,0,1-2 Year,Yes,30019.0,124.0,130,1
Male,23,1,41.0,1,< 1 Year,No,25310.0,152.0,250,0
Male,22,1,32.0,1,< 1 Year,No,29235.0,152.0,144,0
Male,24,1,27.0,1,< 1 Year,No,27041.0,152.0,63,0
Male,40,1,46.0,0,1-2 Year,No,2630.0,157.0,210,0
Female,37,1,8.0,1,1-2 Year,No,41964.0,152.0,267,0
Female,34,1,30.0,1,1-2 Year,No,24900.0,140.0,70,0
Female,46,1,8.0,1,1-2 Year,No,41107.0,26.0,111,0
Female,41,1,50.0,0,1-2 Year,Yes,49199.0,8.0,59,0
Male,37,1,11.0,0,1-2 Year,Yes,35986.0,124.0,152,0
Female,58,1,28.0,0,1-2 Year,Yes,43134.0,124.0,166,1
Male,22,1,15.0,1,< 1 Year,No,29702.0,152.0,221,0
Female,24,1,50.0,0,< 1 Year,No,49570.0,152.0,283,0
Female,22,1,35.0,1,< 1 Year,No,25525.0,152.0,144,0
Female,37,1,8.0,0,1-2 Year,No,95117.0,122.0,117,0
Female,23,1,45.0,1,< 1 Year,No,30476.0,152.0,164,0
Female,32,1,14.0,0,1-2 Year,Yes,20718.0,156.0,163,0
Female,70,1,28.0,1,1-2 Year,No,52095.0,13.0,243,0
Female,22,1,37.0,1,< 1 Year,No,41141.0,152.0,285,0
Male,44,1,28.0,0,1-2 Year,Yes,64661.0,124.0,23,1
Female,24,1,29.0,1,< 1 Year,No,25922.0,152.0,90,0
Female,53,1,28.0,0,1-2 Year,Yes,46284.0,26.0,28,1
Male,21,1,50.0,1,< 1 Year,No,27803.0,160.0,54,0
Male,55,1,13.0,1,1-2 Year,No,32558.0,26.0,85,0
Female,37,1,10.0,0,1-2 Year,Yes,2630.0,152.0,224,0
Male,27,1,28.0,0,< 1 Year,Yes,66892.0,152.0,28,0
Male,24,1,6.0,0,< 1 Year,Yes,31801.0,152.0,107,1
Male,24,1,46.0,1,< 1 Year,No,2630.0,152.0,293,0
Female,36,1,41.0,0,> 2 Years,Yes,45223.0,124.0,152,0
Male,44,1,28.0,0,1-2 Year,Yes,22303.0,124.0,181,0
Male,44,1,9.0,1,1-2 Year,No,2630.0,26.0,289,0
Female,23,1,15.0,1,< 1 Year,No,18864.0,152.0,227,0
Male,52,1,28.0,0,1-2 Year,Yes,37749.0,119.0,260,1
Female,22,1,30.0,1,< 1 Year,No,22346.0,152.0,69,0
Male,49,1,15.0,0,> 2 Years,Yes,2630.0,26.0,199,1
Male,22,1,30.0,1,< 1 Year,No,41835.0,152.0,152,0
Female,26,1,28.0,0,< 1 Year,Yes,26063.0,26.0,158,0
Male,23,1,21.0,1,< 1 Year,No,40302.0,26.0,221,0
Female,29,1,21.0,0,< 1 Year,Yes,25733.0,152.0,157,0
Male,37,1,8.0,0,1-2 Year,Yes,34460.0,124.0,250,1
Male,50,1,46.0,0,1-2 Year,Yes,26647.0,26.0,208,1
Female,53,1,47.0,1,1-2 Year,No,41618.0,16.0,184,0
Female,60,1,28.0,0,1-2 Year,Yes,2630.0,124.0,206,1
Female,23,1,24.0,1,< 1 Year,No,27367.0,160.0,178,0
Male,58,1,8.0,0,1-2 Year,Yes,34283.0,26.0,165,0
Female,47,1,28.0,0,1-2 Year,Yes,40950.0,124.0,37,1
Male,21,1,33.0,0,< 1 Year,Yes,22572.0,163.0,215,1
Female,40,1,46.0,0,1-2 Year,Yes,25778.0,124.0,52,0
Male,43,1,8.0,1,1-2 Year,No,44815.0,124.0,96,0
Male,47,1,36.0,0,1-2 Year,Yes,24767.0,124.0,32,1
Female,40,1,46.0,0,1-2 Year,No,26152.0,124.0,187,0
Female,50,1,28.0,0,1-2 Year,Yes,43858.0,26.0,11,1
Female,31,1,46.0,0,< 1 Year,Yes,30384.0,152.0,239,0
Male,57,1,49.0,0,1-2 Year,Yes,2630.0,25.0,106,1
Female,51,1,28.0,0,1-2 Year,Yes,31334.0,25.0,106,0
Female,51,1,28.0,0,1-2 Year,Yes,34418.0,26.0,298,0
Male,32,1,8.0,0,1-2 Year,Yes,35225.0,26.0,183,0
Male,39,1,28.0,0,1-2 Year,No,28765.0,124.0,166,0
Male,54,1,11.0,0,1-2 Year,Yes,39384.0,26.0,77,1
Male,61,1,0.0,1,1-2 Year,Yes,2630.0,26.0,293,0
Female,24,1,21.0,1,< 1 Year,No,22949.0,152.0,261,0
Male,40,1,28.0,0,1-2 Year,Yes,63234.0,124.0,25,0
Male,48,1,2.0,0,1-2 Year,Yes,2630.0,26.0,62,1
Male,20,1,50.0,0,< 1 Year,Yes,28712.0,160.0,167,0
Female,26,1,29.0,1,< 1 Year,No,35300.0,152.0,85,0
Female,29,1,7.0,1,< 1 Year,No,2630.0,160.0,56,0
Female,45,1,28.0,0,1-2 Year,Yes,38557.0,60.0,114,0
Female,26,1,21.0,1,< 1 Year,No,19512.0,152.0,271,0
Male,28,1,50.0,0,< 1 Year,Yes,21329.0,156.0,46,0
Male,46,1,35.0,1,1-2 Year,No,19597.0,26.0,226,0
Female,66,1,8.0,0,1-2 Year,Yes,33995.0,7.0,220,0
Female,23,1,28.0,0,< 1 Year,Yes,49692.0,152.0,46,1
Female,52,1,20.0,1,1-2 Year,No,2630.0,160.0,66,0
Female,22,1,21.0,1,< 1 Year,No,25563.0,160.0,256,0
Female,25,1,50.0,1,< 1 Year,No,25177.0,152.0,25,0
Male,36,1,28.0,1,1-2 Year,No,51820.0,124.0,59,0
Male,44,1,6.0,0,1-2 Year,Yes,25847.0,124.0,49,1
Male,49,1,29.0,1,1-2 Year,No,35916.0,26.0,25,0
Female,65,1,28.0,0,1-2 Year,Yes,35498.0,26.0,17,0
Male,50,1,45.0,0,1-2 Year,Yes,30826.0,124.0,287,0
Male,40,1,28.0,0,1-2 Year,Yes,39378.0,26.0,295,0
Male,23,1,33.0,0,< 1 Year,Yes,38324.0,124.0,156,0
Female,70,1,18.0,0,1-2 Year,Yes,38260.0,26.0,122,0
Male,62,1,52.0,0,> 2 Years,Yes,40494.0,26.0,34,0
Male,28,1,28.0,1,< 1 Year,No,81022.0,152.0,263,0
Female,59,1,50.0,0,> 2 Years,Yes,44380.0,26.0,158,0
Male,21,1,8.0,1,< 1 Year,No,46124.0,160.0,251,0
Female,20,1,47.0,0,< 1 Year,Yes,30240.0,160.0,215,1
Male,56,1,28.0,1,1-2 Year,No,40560.0,124.0,128,0
Female,25,1,8.0,1,< 1 Year,No,29929.0,152.0,169,0
Female,21,1,28.0,0,< 1 Year,Yes,2630.0,163.0,142,0
Female,22,1,8.0,1,< 1 Year,No,44446.0,160.0,65,0
Male,40,1,28.0,0,1-2 Year,Yes,47862.0,124.0,21,0
Female,22,1,46.0,1,< 1 Year,No,18310.0,152.0,99,0
Female,77,1,50.0,1,1-2 Year,No,2630.0,8.0,62,0
Male,22,1,19.0,1,< 1 Year,No,37425.0,152.0,246,0
Male,26,1,8.0,1,< 1 Year,No,30012.0,152.0,10,0
Female,25,1,22.0,1,< 1 Year,No,2630.0,152.0,21,0
Female,66,1,28.0,0,1-2 Year,Yes,22437.0,122.0,14,0
Female,26,1,27.0,0,< 1 Year,No,29960.0,152.0,248,0
Male,21,1,46.0,1,< 1 Year,No,33285.0,160.0,69,0
Female,24,1,2.0,0,< 1 Year,Yes,34127.0,152.0,63,0
Female,22,1,43.0,1,< 1 Year,No,34753.0,152.0,216,0
Male,23,1,15.0,0,< 1 Year,Yes,2630.0,163.0,95,1
Female,52,1,12.0,0,> 2 Years,Yes,2630.0,156.0,247,0
Male,49,1,13.0,0,1-2 Year,Yes,27405.0,26.0,198,0
Female,33,1,41.0,1,< 1 Year,No,22885.0,152.0,13,0
Female,54,1,42.0,1,1-2 Year,No,31748.0,30.0,134,0
Male,46,1,35.0,0,1-2 Year,No,20895.0,26.0,290,0
Male,40,1,28.0,1,1-2 Year,No,45685.0,124.0,193,0
Male,64,1,36.0,1,1-2 Year,No,44870.0,124.0,234,0
Male,59,1,18.0,0,1-2 Year,Yes,64895.0,26.0,189,0
Male,44,1,8.0,0,1-2 Year,Yes,37610.0,124.0,176,0
Male,20,1,32.0,1,< 1 Year,No,2630.0,160.0,151,0
Male,38,1,28.0,1,1-2 Year,No,33944.0,26.0,284,0
Male,21,1,8.0,1,< 1 Year,No,43657.0,160.0,274,0
Male,55,1,28.0,0,> 2 Years,Yes,61093.0,124.0,268,1
Male,63,1,28.0,1,1-2 Year,No,50190.0,26.0,264,0
Female,28,1,8.0,1,< 1 Year,No,30236.0,152.0,143,0
Female,21,1,17.0,0,< 1 Year,Yes,37294.0,160.0,223,0
Male,36,1,5.0,1,1-2 Year,No,23902.0,26.0,160,0
Male,22,1,29.0,0,< 1 Year,Yes,2630.0,160.0,57,0
Male,47,1,16.0,0,1-2 Year,Yes,40582.0,124.0,11,0
Female,63,1,41.0,0,1-2 Year,Yes,46261.0,26.0,41,0
Female,22,1,46.0,1,< 1 Year,No,21868.0,152.0,44,0
Male,43,1,28.0,1,1-2 Year,No,34900.0,124.0,112,0
Female,39,1,28.0,0,1-2 Year,Yes,37162.0,26.0,271,1
Male,47,1,28.0,0,1-2 Year,No,30019.0,26.0,44,0
Female,25,1,8.0,1,< 1 Year,No,27899.0,152.0,271,0
Female,24,1,25.0,1,< 1 Year,No,30831.0,152.0,283,0
Male,52,1,28.0,0,1-2 Year,Yes,39010.0,122.0,21,0
Male,49,1,8.0,0,1-2 Year,Yes,29689.0,124.0,185,0
Male,58,1,45.0,0,1-2 Year,Yes,2630.0,124.0,260,0
Male,53,1,35.0,1,1-2 Year,No,2630.0,26.0,280,0
Male,23,1,8.0,1,< 1 Year,No,31942.0,152.0,138,0
Female,30,1,49.0,0,1-2 Year,Yes,28747.0,128.0,39,0
Female,27,1,50.0,1,< 1 Year,No,34363.0,152.0,95,0
Male,28,1,30.0,1,< 1 Year,No,23186.0,152.0,239,0
Female,22,1,22.0,0,< 1 Year,Yes,45195.0,152.0,266,0
Male,22,1,9.0,1,< 1 Year,No,36509.0,160.0,109,0
Male,56,1,28.0,0,1-2 Year,Yes,31092.0,26.0,34,0
Female,41,1,28.0,1,1-2 Year,No,38359.0,26.0,274,0
Female,42,1,21.0,0,1-2 Year,Yes,27434.0,124.0,156,0
Male,27,1,28.0,0,1-2 Year,Yes,2630.0,157.0,173,1
Female,35,1,28.0,0,1-2 Year,Yes,46188.0,124.0,104,1
Female,31,1,18.0,0,< 1 Year,Yes,29770.0,152.0,209,0
Female,43,1,8.0,0,1-2 Year,No,2630.0,26.0,40,0
Male,49,1,15.0,0,> 2 Years,Yes,36401.0,26.0,190,0
Male,29,1,11.0,1,< 1 Year,No,48809.0,152.0,109,0
Female,71,1,50.0,1,1-2 Year,No,57031.0,120.0,173,0
Male,23,1,14.0,1,1-2 Year,Yes,2630.0,157.0,79,0
Female,27,1,8.0,1,< 1 Year,No,40655.0,152.0,297,0
Female,23,1,8.0,0,< 1 Year,Yes,31902.0,152.0,158,0
Male,64,1,8.0,0,1-2 Year,Yes,74148.0,7.0,207,0
Male,54,1,8.0,1,1-2 Year,No,41710.0,26.0,209,0
Male,24,1,36.0,0,< 1 Year,No,34778.0,160.0,229,0
Female,29,1,28.0,1,< 1 Year,No,32088.0,152.0,134,0
Male,39,1,50.0,0,> 2 Years,Yes,32261.0,8.0,130,1
Female,52,1,28.0,0,1-2 Year,Yes,31920.0,26.0,105,0
Female,45,1,28.0,1,1-2 Year,No,37577.0,124.0,56,0
Male,53,1,8.0,0,1-2 Year,No,30512.0,26.0,10,0
Female,20,1,13.0,0,< 1 Year,Yes,47320.0,160.0,165,0
Female,48,1,46.0,1,1-2 Year,No,27198.0,26.0,121,0
Male,49,1,29.0,0,1-2 Year,Yes,2630.0,4.0,154,0
Male,23,1,45.0,0,< 1 Year,Yes,39419.0,26.0,94,0
Female,31,1,8.0,0,< 1 Year,Yes,35033.0,124.0,221,0
Male,44,1,28.0,0,1-2 Year,Yes,127772.0,26.0,279,1
Male,56,1,28.0,0,1-2 Year,No,40859.0,26.0,170,0
Female,47,1,28.0,0,1-2 Year,Yes,45513.0,55.0,36,0
Male,22,1,11.0,0,1-2 Year,Yes,2630.0,26.0,23,0
Male,69,1,28.0,0,> 2 Years,Yes,69063.0,26.0,70,0
Male,44,1,35.0,0,1-2 Year,Yes,2630.0,156.0,176,0
Male,30,1,39.0,0,1-2 Year,Yes,2630.0,124.0,37,0
Male,24,1,5.0,0,< 1 Year,Yes,34799.0,152.0,81,0
Female,26,1,46.0,0,< 1 Year,Yes,31339.0,152.0,49,0
Male,30,1,28.0,1,< 1 Year,Yes,55348.0,156.0,233,0
Male,33,1,28.0,0,1-2 Year,Yes,26992.0,26.0,217,0
Male,52,1,45.0,1,1-2 Year,No,27214.0,124.0,80,0
Male,33,1,45.0,0,1-2 Year,No,28636.0,26.0,293,0
Male,69,1,28.0,1,1-2 Year,No,47125.0,52.0,138,0
Male,24,1,28.0,1,< 1 Year,No,31838.0,26.0,256,0
Male,23,1,28.0,0,< 1 Year,No,48214.0,152.0,83,0
Male,30,1,36.0,0,< 1 Year,No,41321.0,154.0,262,0
Male,48,1,28.0,0,1-2 Year,Yes,29068.0,26.0,290,1
Female,51,1,28.0,0,1-2 Year,Yes,31220.0,26.0,74,0
Male,43,1,9.0,1,1-2 Year,No,34240.0,26.0,106,0
Female,26,1,28.0,0,< 1 Year,Yes,79417.0,26.0,42,0
Male,47,1,30.0,0,1-2 Year,Yes,2630.0,156.0,186,0
Male,30,1,15.0,1,< 1 Year,No,28883.0,152.0,158,0
Male,49,1,35.0,1,1-2 Year,No,20437.0,10.0,215,0
Male,44,1,15.0,0,1-2 Year,Yes,35336.0,26.0,63,0
Female,43,1,50.0,1,1-2 Year,No,31527.0,154.0,236,0
Male,23,1,16.0,1,< 1 Year,No,24906.0,152.0,82,0
Female,42,1,28.0,0,1-2 Year,Yes,42610.0,26.0,277,1
Female,24,1,47.0,0,< 1 Year,Yes,25057.0,152.0,148,0
Female,76,1,28.0,1,1-2 Year,Yes,40178.0,3.0,182,0
Male,24,1,8.0,1,< 1 Year,Yes,40775.0,160.0,19,0
Male,23,1,30.0,1,< 1 Year,No,25078.0,152.0,286,0
Female,22,1,50.0,1,< 1 Year,Yes,33644.0,152.0,292,0
Male,23,1,8.0,1,< 1 Year,No,34121.0,152.0,245,0
Male,22,1,18.0,1,< 1 Year,No,46406.0,152.0,86,0
Female,32,1,3.0,0,1-2 Year,Yes,22598.0,155.0,18,1
Male,49,1,28.0,0,1-2 Year,Yes,41299.0,26.0,232,0
Male,45,1,8.0,0,1-2 Year,Yes,58041.0,26.0,217,0
Male,65,1,48.0,0,1-2 Year,Yes,2630.0,124.0,57,0
Male,22,1,15.0,1,< 1 Year,No,31767.0,152.0,43,0
Female,70,1,30.0,1,1-2 Year,No,41243.0,124.0,38,0
Male,35,1,28.0,0,1-2 Year,Yes,33840.0,122.0,44,0
Female,25,1,16.0,1,< 1 Year,No,39635.0,152.0,86,0
Male,30,1,30.0,1,< 1 Year,No,30265.0,152.0,109,0
Male,22,1,32.0,1,< 1 Year,No,31491.0,152.0,73,0
Male,55,1,14.0,0,1-2 Year,Yes,26444.0,26.0,184,1
Female,54,1,8.0,1,1-2 Year,No,72709.0,26.0,37,0
Male,53,1,8.0,0,1-2 Year,Yes,30974.0,124.0,137,0
Male,35,1,33.0,0,1-2 Year,Yes,2630.0,26.0,50,0
Female,24,1,17.0,0,< 1 Year,No,43052.0,152.0,63,0
Female,25,1,41.0,1,< 1 Year,No,38788.0,152.0,41,0
Female,45,1,28.0,0,1-2 Year,Yes,53394.0,26.0,288,1
Male,67,1,3.0,0,> 2 Years,Yes,2630.0,30.0,197,0
Female,21,1,37.0,0,< 1 Year,Yes,29037.0,152.0,174,0
Male,35,1,45.0,0,1-2 Year,Yes,2630.0,124.0,82,1
Male,28,1,8.0,1,< 1 Year,No,30633.0,152.0,159,0
Male,40,1,46.0,1,1-2 Year,No,2630.0,160.0,265,0
Female,22,1,39.0,0,1-2 Year,Yes,2630.0,156.0,239,0
Female,51,1,28.0,1,1-2 Year,Yes,51720.0,26.0,238,0
Female,37,1,45.0,1,1-2 Year,No,32867.0,124.0,70,0
Female,67,0,28.0,0,1-2 Year,Yes,29520.0,124.0,194,1
Female,24,1,10.0,1,< 1 Year,Yes,32421.0,152.0,290,0
Male,58,1,18.0,0,1-2 Year,Yes,2630.0,26.0,82,1
Male,44,1,28.0,1,1-2 Year,No,41872.0,26.0,261,0
Male,36,1,31.0,0,1-2 Year,Yes,2630.0,124.0,239,0
Male,28,1,41.0,1,< 1 Year,No,29585.0,152.0,118,0
Female,52,1,28.0,0,1-2 Year,Yes,32347.0,26.0,133,1
Male,48,1,8.0,0,< 1 Year,Yes,2630.0,1.0,77,0
Male,25,1,8.0,0,1-2 Year,Yes,58054.0,124.0,49,0
Female,41,1,28.0,0,1-2 Year,Yes,40883.0,122.0,264,1
Male,25,1,28.0,1,< 1 Year,No,32022.0,152.0,225,0
Male,57,1,29.0,0,1-2 Year,Yes,2630.0,26.0,13,1
Male,56,1,8.0,0,1-2 Year,Yes,36744.0,26.0,252,0
Female,22,1,43.0,0,< 1 Year,Yes,33313.0,152.0,236,1
Female,49,1,7.0,0,1-2 Year,No,23577.0,124.0,42,1
Male,62,1,28.0,0,1-2 Year,Yes,2630.0,26.0,220,0
Female,79,1,28.0,1,1-2 Year,No,38812.0,26.0,248,0
Female,23,1,25.0,1,< 1 Year,No,27246.0,152.0,87,0
Female,21,1,8.0,1,< 1 Year,No,36353.0,160.0,184,0
Female,25,1,29.0,1,< 1 Year,No,35201.0,152.0,73,0
Male,24,1,8.0,1,< 1 Year,No,34637.0,152.0,108,0
Male,37,1,28.0,1,1-2 Year,No,24994.0,124.0,258,0
Female,20,1,46.0,1,< 1 Year,No,32309.0,160.0,38,0
Female,25,1,29.0,1,< 1 Year,No,32820.0,152.0,228,0
Male,57,1,28.0,1,1-2 Year,Yes,45789.0,26.0,37,0
Male,66,1,26.0,1,1-2 Year,No,31345.0,26.0,171,0
Female,36,1,28.0,1,1-2 Year,No,2630.0,124.0,272,0
Female,38,1,3.0,1,1-2 Year,No,28890.0,26.0,278,0
Male,75,1,6.0,1,1-2 Year,No,43257.0,26.0,11,0
Female,24,1,47.0,1,< 1 Year,No,24180.0,152.0,57,0
Female,33,1,30.0,1,< 1 Year,No,26243.0,152.0,32,0
Female,25,1,8.0,0,< 1 Year,No,2630.0,152.0,126,0
Female,23,1,28.0,1,< 1 Year,No,72544.0,152.0,229,0
Male,51,1,33.0,0,1-2 Year,Yes,44535.0,26.0,56,0
Male,71,1,8.0,1,1-2 Year,Yes,33343.0,26.0,211,0
Male,24,1,50.0,0,< 1 Year,Yes,24795.0,152.0,260,0
Female,70,1,28.0,0,> 2 Years,Yes,37830.0,122.0,71,0
Female,54,1,15.0,1,1-2 Year,Yes,43932.0,26.0,55,0
Male,21,1,28.0,1,< 1 Year,No,2630.0,156.0,202,0
Male,24,1,21.0,1,< 1 Year,No,35817.0,152.0,35,0
Female,23,1,46.0,1,< 1 Year,No,41678.0,26.0,41,0
Female,53,1,8.0,1,1-2 Year,No,43917.0,152.0,263,0
Male,45,1,33.0,0,1-2 Year,Yes,2630.0,124.0,80,1
Female,34,1,30.0,0,1-2 Year,Yes,32140.0,152.0,139,0
Female,36,1,36.0,0,1-2 Year,Yes,2630.0,156.0,14,1
Male,28,1,11.0,0,< 1 Year,No,47386.0,152.0,55,0
Male,58,1,8.0,1,1-2 Year,No,38988.0,26.0,187,0
Male,62,1,28.0,1,1-2 Year,No,36315.0,24.0,281,0
Male,46,1,28.0,0,1-2 Year,Yes,40308.0,26.0,93,0
Male,73,1,28.0,0,> 2 Years,Yes,35999.0,124.0,164,0
Female,41,1,47.0,0,1-2 Year,No,50241.0,153.0,198,0
Female,41,1,28.0,0,1-2 Year,Yes,35089.0,26.0,212,0
Male,36,1,28.0,0,1-2 Year,Yes,49257.0,26.0,256,0
Male,63,1,46.0,0,1-2 Year,Yes,27963.0,154.0,76,1
Male,29,1,39.0,0,< 1 Year,Yes,37181.0,152.0,55,0
Female,26,1,21.0,1,< 1 Year,No,18647.0,152.0,201,0
Female,23,1,41.0,1,< 1 Year,No,31795.0,152.0,298,0
Male,42,1,28.0,0,1-2 Year,Yes,35840.0,26.0,137,0
Female,42,1,11.0,1,1-2 Year,No,41904.0,124.0,167,0
Male,51,1,48.0,0,1-2 Year,Yes,2630.0,154.0,138,0
Male,37,1,28.0,0,1-2 Year,Yes,56058.0,29.0,117,0
Male,39,1,28.0,0,< 1 Year,No,2630.0,1.0,188,0
Male,65,1,28.0,1,1-2 Year,No,60464.0,26.0,10,0
Female,35,1,30.0,0,1-2 Year,Yes,2630.0,156.0,206,1
Female,52,1,29.0,0,1-2 Year,Yes,53125.0,26.0,124,1
Male,23,1,3.0,1,< 1 Year,Yes,30391.0,156.0,298,0
Male,32,1,41.0,1,1-2 Year,No,36353.0,12.0,180,0
Male,29,1,28.0,1,< 1 Year,No,41610.0,152.0,42,0
Male,38,1,24.0,1,1-2 Year,No,21406.0,26.0,143,0
Female,56,1,15.0,1,1-2 Year,No,40777.0,124.0,15,0
Female,22,1,3.0,1,< 1 Year,No,25795.0,152.0,114,0
Male,44,1,24.0,0,1-2 Year,Yes,34700.0,145.0,104,1
Female,25,1,13.0,1,< 1 Year,No,25701.0,152.0,265,0
Female,44,1,18.0,0,1-2 Year,Yes,2630.0,122.0,198,0
Female,28,1,11.0,1,< 1 Year,No,28931.0,152.0,70,0
Male,53,1,8.0,0,1-2 Year,Yes,38582.0,26.0,187,1
Male,43,1,28.0,1,1-2 Year,No,43526.0,124.0,224,0
Male,49,1,40.0,0,> 2 Years,Yes,34469.0,124.0,257,0
Male,43,1,16.0,0,1-2 Year,Yes,2630.0,157.0,35,0
Female,31,1,41.0,1,< 1 Year,No,40932.0,152.0,48,0
Female,44,1,28.0,0,1-2 Year,Yes,34331.0,124.0,89,1
Male,53,1,46.0,1,1-2 Year,No,26169.0,124.0,130,0
Female,43,1,41.0,1,1-2 Year,No,49197.0,122.0,68,0
Male,41,1,28.0,0,1-2 Year,Yes,47680.0,124.0,191,1
Female,29,1,46.0,1,< 1 Year,No,29101.0,152.0,196,0
Female,41,1,37.0,1,1-2 Year,No,35961.0,124.0,66,0
Male,46,1,8.0,0,1-2 Year,Yes,46001.0,26.0,40,0
Female,22,1,13.0,1,< 1 Year,No,22488.0,152.0,129,0
Female,22,1,2.0,0,< 1 Year,Yes,20584.0,152.0,63,0
Male,23,1,41.0,0,< 1 Year,No,2630.0,160.0,122,1
Male,53,1,28.0,1,1-2 Year,No,33120.0,124.0,136,0
Female,71,1,28.0,0,> 2 Years,Yes,37801.0,122.0,194,0
Male,55,1,26.0,1,1-2 Year,No,29512.0,22.0,36,0
Male,30,1,11.0,0,< 1 Year,Yes,28034.0,152.0,82,1
Male,24,1,37.0,1,< 1 Year,No,2630.0,152.0,112,0
Male,65,1,41.0,1,1-2 Year,No,34223.0,26.0,290,0
Female,28,1,15.0,0,< 1 Year,No,2630.0,152.0,14,0
Female,28,1,28.0,0,< 1 Year,Yes,61713.0,23.0,291,0
Female,25,1,44.0,0,< 1 Year,Yes,34450.0,152.0,285,0
Female,20,1,2.0,0,< 1 Year,Yes,33586.0,160.0,253,0
Male,50,1,28.0,0,1-2 Year,Yes,27487.0,26.0,201,0
Female,59,1,28.0,0,1-2 Year,Yes,28279.0,26.0,213,0
Male,26,1,46.0,0,< 1 Year,Yes,36079.0,124.0,195,1
Male,61,1,23.0,1,1-2 Year,No,2630.0,26.0,150,0
Female,35,1,28.0,0,1-2 Year,Yes,38216.0,26.0,218,1
Female,25,1,36.0,1,< 1 Year,No,36214.0,152.0,211,0
Female,24,1,29.0,1,< 1 Year,No,30352.0,152.0,128,0
Female,38,1,28.0,0,1-2 Year,Yes,35427.0,122.0,130,0
Female,22,1,6.0,1,< 1 Year,No,18244.0,152.0,286,0
Male,45,1,11.0,0,1-2 Year,Yes,25745.0,26.0,290,0
Female,44,1,6.0,1,1-2 Year,No,26816.0,152.0,206,0
Female,27,1,46.0,0,< 1 Year,No,26326.0,124.0,85,0
Female,27,1,7.0,1,< 1 Year,No,32479.0,152.0,60,0
Female,58,1,45.0,1,1-2 Year,No,39458.0,124.0,173,0
Male,70,1,28.0,0,> 2 Years,Yes,2630.0,52.0,67,0
Male,27,1,18.0,1,< 1 Year,No,40417.0,152.0,243,0
Male,53,1,28.0,0,1-2 Year,Yes,35664.0,26.0,39,0
Female,49,1,24.0,0,1-2 Year,Yes,34435.0,26.0,240,0
Male,38,1,28.0,0,1-2 Year,Yes,29710.0,122.0,50,1
Male,51,1,35.0,0,1-2 Year,Yes,2630.0,124.0,159,0
Male,38,1,28.0,1,1-2 Year,No,41280.0,124.0,154,0
Female,24,1,43.0,1,< 1 Year,No,31876.0,152.0,156,0
Female,22,1,2.0,0,< 1 Year,Yes,31145.0,152.0,257,0
Female,22,1,28.0,1,< 1 Year,No,43030.0,152.0,33,0
Male,40,1,29.0,0,1-2 Year,Yes,24781.0,124.0,261,0
Female,30,1,41.0,0,< 1 Year,Yes,36578.0,152.0,262,0
Male,49,1,28.0,1,1-2 Year,Yes,31024.0,26.0,273,0
Male,28,1,3.0,1,< 1 Year,No,23697.0,152.0,54,0
Male,22,1,28.0,0,< 1 Year,Yes,57979.0,152.0,275,1
Female,21,1,35.0,1,< 1 Year,No,26112.0,152.0,188,0
Male,65,1,18.0,0,1-2 Year,Yes,34904.0,26.0,12,0
Female,44,1,3.0,0,1-2 Year,Yes,33461.0,160.0,187,0
Male,52,1,28.0,0,> 2 Years,Yes,37081.0,26.0,20,0
Male,41,1,30.0,0,1-2 Year,Yes,57696.0,124.0,282,1
Male,24,1,11.0,1,< 1 Year,No,40029.0,152.0,164,0
Female,40,1,8.0,0,1-2 Year,Yes,58077.0,124.0,125,0
